laboratory_test,first_test,second_test,days_missing,hours_studied,first_exam,passed_last_exam
6,0.37,0.28,29,79,4.6,1
6,0.32,0.13,11,117,3.7,0
6,0.32,0.13,11,117,3.7,0
6,0.34,0.24,23,126,4.4,1
6,0.32,0.27,37,146,4.7,0
6,0.3,0.24,38,141,4.7,0
6,0.33,0.24,29,109,4.7,1
6,0.39,0.81,14,74,5.3,0
6,0.25,0.18,13,137,4.2,0
6,0.18,0.32,24,90,4.9,1
6,0.18,0.32,24,90,4.9,1
6,0.25,0.18,13,137,4.2,0
6,0.25,0.42,77,231,5.2,1
6,0.24,0.23,31,157,5.3,0
6,0.28,0.27,23,147,6.7,1
6,0.23,0.24,36,138,6.4,1
6,0.21,0.33,35,136,7.8,1
6,0.24,0.36,36,134,3.6,1
6,0.23,0.33,44,169,4.2,1
6,0.25,0.35,42,150,3.6,1
6,0.25,0.35,42,150,3.6,1
6,0.39,0.35,10,164,5.1,0
6,0.44,0.42,10,147,4.6,1
6,0.34,0.2,37,162,4.5,0
6,0.15,0.29,39,151,4.4,1
6,0.44,0.42,10,147,4.6,1
6,0.23,0.45,49,169,5.4,0
6,0.23,0.42,52,171,7.4,0
6,0.34,0.2,37,162,4.5,0
6,0.15,0.29,39,151,4.4,1
6,0.27,0.18,45,186,4.7,0
6,0.27,0.18,45,186,4.7,0
6,0.26,0.19,47,172,4.3,1
6,0.36,0.31,20,134,4.5,1
6,0.3,0.21,49,159,4.8,0
6,0.19,0.43,53,154,7.7,1
6,0.3,0.21,49,159,4.8,0
6,0.19,0.43,53,154,7.7,1
6,0.2,0.3,35,152,4,1
6,0.25,0.26,50,156,4.6,1
6,0.25,0.28,28,108,4.2,1
6,0.46,0.32,10,94,4.7,0
6,0.31,0.18,57,200,4.4,1
6,0.31,0.18,57,200,4.4,1
6,0.16,0.25,20,77,5.4,1
6,0.16,0.22,18,66,5.5,1
6,0.41,0.24,47,144,4.9,0
6,0.43,0.23,49,145,4.9,0
6,0.32,0.23,39,208,4.6,1
6,0.28,0.31,47,168,5.7,1
6,0.29,0.42,66,202,5.3,1
6,0.41,0.18,23,109,5.4,1
6,0.22,0.28,25,125,4.5,0
6,0.26,0.18,50,194,4.3,0
6,0.44,0.18,26,126,4.8,0
6,0.21,0.55,34,159,4.4,0
6,0.21,0.55,34,159,4.4,0
6,0.32,0.3,15,80,6.3,1
6,0.4,0.32,39,84,4.8,1
6,0.41,0.04,23,121,6.1,1
6,0.3,0.21,54,190,4.8,0
6,0.35,0.55,22,111,2.9,0
6,0.35,0.55,22,111,2.9,0
6,0.4,0.32,38,209,5.9,1
6,0.37,0.28,64,106,6,1
6,0.26,0.22,110,198,6.7,0
6,0.28,0.35,61,180,5.7,0
6,0.17,0.27,39,149,5.2,0
6,0.28,0.16,36,126,4.6,1
6,0.21,0.28,26,66,4.8,1
6,0.495,0.27,17,129,3.6,0
6,0.18,0.29,39,144,5,1
6,0.24,0.26,44,182,4.2,0
6,0.32,0.24,42.5,204,5.1,0
6,0.16,0.29,29,144,4.6,1
6,0.1,0.24,25,107,4.9,1
6,0.45,0.73,47,202,4.3,0
6,0.33,0.18,5,85,4,0
6,0.27,0.19,21,191,6.3,0
6,0.27,0.19,21,196,6.4,0
6,0.15,0.28,14,107,4.6,1
6,0.26,0.29,26,74,5.3,1
6,0.15,0.28,14,107,4.6,1
6,0.3,0.29,24,189,5.4,0
6,0.3,0.3,24,186,5.4,0
6,0.46,0.26,28,83,5.1,1
6,0.24,0.29,32,156,7,1
6,0.17,0.34,42,135,4.9,1
6,0.17,0.34,43,136,4.9,1
6,0.695,0.55,58,252,4.9,0
6,0.19,0.27,13,101,4.1,1
6,0.16,0.24,17,77,5.7,1
6,0.23,0.18,59,188,4.9,0
6,0.38,0.17,50,212,6.6,0
6,0.38,0.18,28,195,7.1,0
6,0.41,0.16,25,98,4.2,0
6,0.36,0.41,67,207,5.3,0
6,0.26,0.43,53,198,5.5,0
6,0.44,0.18,28,210,7.2,0
6,0.44,0.18,28,210,7.2,0
6,0.28,0.17,61,195,4.6,0
6,0.29,0.14,50,177,4.2,0
6,0.27,0.17,60,198,4.7,0
6,0.35,0.35,9,148,5,0
6,0.43,0.28,29,183,4.3,0
6,0.43,0.28,29,183,4.3,0
6,0.46,0.26,49,159,4.7,0
6,0.32,0.33,40,219.5,6,0
6,0.34,0.34,40.5,210,6.1,0
6,0.32,0.33,40,210,6,0
6,0.27,0.26,21,133,6.4,1
6,0.26,0.27,19,114,6.2,1
6,0.27,0.26,61,181,6.3,1
6,0.56,0.15,38,157,5.2,0
6,0.56,0.15,38,157,5.2,0
6,0.2,0.26,36,141,5.6,1
6,0.33,0.24,31,147,5.2,0
6,0.33,0.24,31,147,5.2,0
6,0.26,0.15,35,124,4.6,0
6,0.34,0.1,29,118,4.1,0
6,0.29,0.21,20,142,5.4,1
6,0.27,0.31,17,83,4.4,1
6,0.29,0.49,52,148,4.9,1
6,0.27,0.31,17,83,4.4,1
6,0.27,0.37,58,215,4.8,1
6,0.24,0.3,18,143,4.9,1
6,0.32,0.3,22,113,6.1,0
6,0.37,0.37,39.5,216.5,5,1
6,0.26,0.37,54,201,4.8,1
6,0.27,0.37,58,215,4.8,1
6,0.3,0.16,55,191,4.9,0
6,0.24,0.32,37,122,4.5,0
6,0.28,0.24,32,174,4.4,1
6,0.2,0.24,49,201,4.3,0
6,0.28,0.24,32,174,4.4,1
6,0.18,0.22,45,155,4.8,0
6,0.21,0.36,32,133,4.8,0
6,0.21,0.36,32,133,4.8,0
6,0.26,0.31,37,175,4.9,1
6,0.21,0.36,32,133,4.8,0
6,0.31,0.4,39,191,5.2,0
6,0.32,0.34,63,212,4.8,1
6,0.26,0.25,45,178,4.3,1
6,0.28,0.45,46,203,4.6,1
6,0.3,0.49,68,215,6,1
6,0.34,0.36,13,145,5.2,0
6,0.34,0.3,34,148,4.9,1
6,0.24,0.55,67,216,5,0
6,0.18,0.33,35,138,6,1
6,0.18,0.33,35,138,6,1
6,0.16,0.37,27,109,5,1
6,0.42,0.13,26,158,4.7,0
6,0.54,0.27,8,178,3.8,0
6,0.54,0.27,8,178,3.8,0
6,0.22,0.3,53,149,3.4,0
6,0.23,0.3,19,95,4.6,1
6,0.23,0.25,15,110,4.2,1
6,0.27,0.18,20,111,5,0
6,0.23,0.25,15,110,4.2,1
6,0.32,0.3,28,117,4.8,1
6,0.5,0.38,26,175,5.4,0
6,0.33,0.14,27,128,4.8,0
6,0.26,0.42,62,209,5.3,1
6,0.33,0.14,27,128,4.8,0
6,0.26,0.42,62,209,5.3,1
6,0.36,0.52,8,110,4.6,0
6,0.13,0.42,63,146,7.2,1
6,0.15,0.44,67,150,7.3,1
6,0.13,0.42,63,146,7.2,1
6,0.15,0.44,67,150,7.3,1
6,0.13,0.42,63,146,7.2,1
6,0.32,0.26,11,103,4.2,1
6,0.28,0.22,36,131,4.6,0
6,0.32,0.26,11,103,4.2,1
6,0.41,0.16,28,160,4.5,1
6,0.21,0.24,17,80,4.6,1
6,0.24,0.28,39,132,4.6,0
6,0.28,0.36,60,207,4.9,1
6,0.24,0.24,25,135,5.9,1
6,0.24,0.28,39,132,4.6,0
6,0.34,0.36,31,185,4.9,0
6,0.26,0.24,70,154,5.2,0
6,0.17,0.42,85,182,4.4,1
6,0.27,0.4,74,227,5,0
6,0.25,0.36,63,206,5,0
6,0.28,0.56,49,106,3.7,1
6,0.18,0.3,19,171,5.2,1
6,0.18,0.3,19,171,5.2,1
6,0.18,0.3,19,171,5.2,1
6,0.18,0.3,19,171,5.2,1
6,0.18,0.3,19,171,5.2,1
6,0.18,0.3,19,171,5.2,1
6,0.18,0.3,19,171,5.2,1
6,0.13,0.28,47,132,4.2,1
6,0.34,0.3,24,152,6.4,1
6,0.21,0.29,49,147,3.8,0
6,0.22,0.34,56,115,7,1
6,0.32,0.27,58,185,6,1
6,0.11,0.42,51,132,7.4,1
6,0.26,0.32,64,185,6.1,0
6,0.22,0.34,56,115,7,1
6,0.3,0.29,37,107,6.3,1
6,0.3,0.29,37,107,6.3,1
6,0.27,0.46,44,177,6.7,0
6,0.3,0.39,61,219,5,0
6,0.3,0.29,37,107,6.3,1
6,0.36,0.52,29,140,4,0
6,0.21,0.37,20,80,4.7,0
6,0.18,0.41,47,129,7.2,1
6,0.18,0.41,47,129,7.2,1
6,0.18,0.41,47,129,7.2,1
6,0.26,0.21,48,126,3.8,1
6,0.35,0.35,31,150,4.7,1
6,0.28,0.28,40,144,3.8,0
6,0.36,0.52,29,140,4,0
6,0.26,0.21,48,126,3.8,1
6,0.18,0.41,47,129,7.2,1
6,0.21,0.37,20,80,4.7,0
6,0.28,0.28,36,100,3.9,1
6,0.44,0.2,61,186,4.5,0
6,0.15,0.35,55,158,3.7,0
6,0.12,0.3,38,113,4.4,1
6,0.23,0.29,29,144,5.4,1
6,0.68,0.26,25,146,4,0
6,0.28,0.27,45,148,4.6,0
6,0.4,0.22,76,303,5.7,0
6,0.19,0.23,71,204,6.9,0
6,0.14,0.42,51,129,6.9,1
6,0.15,0.44,65,158,7,1
6,0.33,0.34,35,156,4.8,1
6,0.21,0.34,36,91,4.5,1
6,0.12,0.25,21,131,4.5,1
6,0.26,0.4,45,179,4.9,0
6,0.25,0.31,32,150,3.1,1
6,0.21,0.29,35,128,4.8,1
6,0.24,0.38,56,187,4.6,0
6,0.3,0.25,26,124,5,1
6,0.28,0.27,26,108,3.6,1
6,0.31,0.32,20,166,5.4,1
6,0.23,0.25,28,143,5.4,1
6,0.28,0.27,26,108,3.6,1
6,0.22,0.5,36,182,4.9,1
6,0.31,0.32,20,166,5.4,1
6,0.3,0.25,26,124,5,1
6,0.46,0.31,15,72,6,1
6,0.23,0.36,43,133,4.1,0
6,0.23,0.36,43,133,4.1,0
6,0.23,0.36,43,133,4.1,0
6,0.26,0.38,68,201,3.8,1
6,0.26,0.39,64,200,3.8,1
6,0.23,0.36,43,133,4.1,0
6,0.23,0.42,56,189,4.8,1
6,0.21,0.44,47,182,4.6,0
6,0.23,0.42,56,189,4.8,1
6,0.24,0.37,59,188,5,1
6,0.16,0.29,59,143,4,1
6,0.23,0.32,62,153,4.2,0
6,0.17,0.31,34,121,4.6,1
6,0.35,0.28,86,213,5.1,1
6,0.29,0.31,24,79,6.9,1
6,0.3,0.22,41,190,5.1,0
6,0.29,0.31,24,79,6.9,1
6,0.35,0.28,86,213,5.1,1
6,0.17,0.31,34,121,4.6,1
6,0.615,0.42,24,131,3.4,0
6,0.32,0.28,25,100,4.7,1
6,0.2,0.19,54,145,4.2,1
6,0.615,0.42,24,131,3.4,0
6,0.27,0.33,9,45,4,1
6,0.27,0.33,9,45,4,1
6,0.44,0.22,19,99,5.3,1
6,0.17,0.36,38,108,6.6,1
6,0.34,0.18,47,240,4.8,0
6,0.26,0.15,51,154,5.1,0
6,0.27,0.29,17,118,3.7,1
6,0.16,0.37,36,95,5.9,1
6,0.44,0.44,29,228,5.4,1
6,0.2,0.24,36,135,6.6,1
6,0.29,0.32,39,138,3.7,1
6,0.2,0.37,42,103,4.5,0
6,0.235,0.34,4,117,4.4,0
6,0.24,0.25,35,157,5,0
6,0.24,0.25,35,157,5,0
6,0.4,0.42,41,176,5.4,0
6,0.4,0.43,42,178,5.3,0
6,0.25,0.51,61,189,4.9,0
6,0.26,0.44,52,183,5.1,0
6,0.37,0.3,39,107,5.3,1
6,0.35,0.53,37,151,4,0
6,0.22,0.32,15,83,5.5,1
6,0.37,0.3,39,107,5.3,1
6,0.35,0.53,37,151,4,0
6,0.31,0.32,34,114,4.5,1
6,0.16,0.37,45,125,5.1,1
6,0.25,0.51,61,189,4.9,0
6,0.26,0.44,52,183,5.1,0
6,0.22,0.32,15,83,5.5,1
6,0.16,0.34,27,109,5.8,1
6,0.19,0.39,14,71,3.8,1
6,0.36,0.24,15,72,3.9,0
6,0.19,0.39,14,71,3.8,1
6,0.11,0.47,69,148,3.4,0
6,0.21,0.34,63,123,4.2,1
6,0.325,0.82,49,120,3.8,0
6,0.4,0.46,42,241,6,0
6,0.2,0.24,25,150,4.4,0
6,0.25,0.22,41,161,5,1
6,0.22,0.45,52,196,4.8,1
6,0.14,0.31,53,138,3.5,1
6,0.14,0.31,53,138,3.5,1
6,0.22,0.34,59,140,4,0
6,0.45,0.43,31,186,4.4,0
6,0.17,0.3,13,73,5.8,1
6,0.15,0.27,51,117,3.8,1
6,0.25,0.22,41,161,5,1
6,0.22,0.45,52,196,4.8,1
6,0.15,0.29,14,82,5.8,1
6,0.37,0.33,23,92,3.8,1
6,0.22,0.29,16,87,5.6,1
6,0.15,0.29,14,82,5.8,1
6,0.31,0.07,55,144,4.2,0
6,0.24,0.29,55,136,5.2,0
6,0.21,0.28,29,101,4,1
6,0.33,0.26,46,143,4.3,1
6,0.29,0.31,39,96,6,1
6,0.33,0.26,46,143,4.3,1
6,0.21,0.36,48,113,6.8,1
6,0.21,0.28,29,101,4,1
6,0.15,0.32,19,76,4.1,1
6,0.48,0.32,22,121,5.3,1
6,0.23,0.23,18,128,2.8,0
6,0.17,0.29,25,108,3.4,1
6,0.48,0.32,22,121,5.3,1
6,0.15,0.38,20,84,5.3,1
6,0.15,0.38,20,84,5.3,1
6,0.22,0.31,57,135,3.8,0
6,0.15,0.55,75,162,4,0
6,0.475,0.33,16,81,5.3,1
6,0.4,0.3,24,87,4.5,1
6,0.41,0.31,18,101,4.1,0
6,0.2,0.28,24,84,5.5,0
6,0.2,0.3,40,148,3.5,1
6,0.42,0.46,67,234,5,0
6,0.16,0.34,85,153,8.6,1
6,0.125,0.36,22,68,5,1
6,0.44,0.26,20,180,5.7,0
6,0.42,0.46,67,234,5,0
6,0.21,0.26,59,150,4.6,0
6,0.16,0.37,37,97,5.8,1
6,0.22,0.32,36,92,5.9,1
6,0.36,0.14,38,155,5,0
6,0.25,0.32,40,114,5.8,1
6,0.26,0.46,59,183,4.5,0
6,0.2,0.31,22,73,5.2,1
6,0.18,0.3,23,73,5.2,1
6,0.37,0.2,49,170,4.8,0
6,0.36,0.14,38,155,5,0
6,0.22,0.32,36,92,5.9,1
6,0.14,0.38,22,81,5.4,1
6,0.14,0.38,22,81,5.4,1
6,0.44,0.26,57,128,3.9,1
6,0.16,0.32,38,118,4.1,0
6,0.39,0.31,27,202,5.7,1
6,0.44,0.47,44,137,3.2,1
6,0.22,0.31,41,131,4.9,1
6,0.22,0.29,39,118,5,1
6,0.22,0.29,39,118,5,1
6,0.25,0.32,69,192,5,1
6,0.22,0.31,41,131,4.9,1
6,0.26,0.46,49,173,4.7,0
6,0.26,0.48,55,182,4.5,1
6,0.28,0.52,30,139,3.6,1
6,0.28,0.25,8,108,5.5,0
6,0.27,0.25,9,109,5.4,0
6,0.28,0.25,8,108,5.5,0
6,0.29,0.3,25,79,6,1
6,0.12,0.3,37,94,5.6,1
6,0.23,0.41,30,114,5.4,1
6,0.38,0.38,14,94,4.8,0
6,0.23,0.3,33,118,5.4,1
6,0.23,0.3,33,118,5.4,1
6,0.2,0.3,17,76,4.4,1
6,0.22,0.22,31,128,4.6,1
6,0.23,0.3,33,118,5.4,1
6,0.32,0.39,34,124,3.5,1
6,0.23,0.2,45,131,5.1,1
6,0.23,0.2,45,131,5.1,1
6,0.36,0.26,39,123,3,1
6,0.38,0.42,31,113,3.1,1
6,0.26,0.32,48,180,3.4,1
6,0.3,0.3,4,28,3.2,1
6,0.18,0.28,29,115,4.5,1
6,0.18,0.28,29,115,4.5,1
6,0.18,0.28,29,113,4.5,1
6,0.16,0.32,74,184,4.1,1
6,0.37,0.28,45,152,4.6,1
6,0.2,0.27,29,130,4.4,1
6,0.18,0.28,29,113,4.5,1
6,0.18,0.28,29,113,4.5,1
6,0.28,0.34,42,119,3.7,1
6,0.35,0.36,32,111,5,1
6,0.25,0.33,35,158,5.8,1
6,0.32,0.3,18,112,6.4,1
6,0.18,0.28,29,113,4.5,1
6,0.18,0.28,29,115,4.5,1
6,0.2,0.27,29,130,4.4,1
6,0.37,0.28,45,152,4.6,1
6,0.18,0.36,26,111,5.1,1
6,0.3,0.36,40,156,3.6,1
6,0.16,0.32,74,184,4.1,1
6,0.2,0.5,50,221,6.4,1
6,0.25,0.31,30.5,218,5.3,0
6,0.22,0.36,30,105,4.7,1
6,0.25,0.37,29,93,4.5,1
6,0.22,0.31,33,121,3.9,1
6,0.27,0.29,6,88,4.8,0
6,0.14,0.46,15,92,4.9,0
6,0.24,0.38,50,185,5,1
6,0.25,0.47,36,156,5.5,1
6,0.24,0.33,31,85,5,1
6,0.29,0.34,26,189,5.8,0
6,0.33,0.42,57,170,5.7,1
6,0.23,0.45,43,104,5.2,1
6,0.27,0.29,59,196,4,1
6,0.2,0.37,58,130,3.5,0
6,0.33,0.41,58,173,5.7,1
6,0.33,0.42,57,170,5.7,1
6,0.27,0.3,15,144,5.3,1
6,0.24,0.37,38,112,3.4,1
6,0.255,0.24,138.5,272,5.3,0
6,0.25,0.44,36,116,4,1
6,0.28,0.41,6,55,4,0
6,0.25,0.38,54,208,4.6,0
6,0.25,0.54,58,176,7,0
6,0.25,0.54,58,176,7,0
6,0.28,0.43,30,110,5.9,1
6,0.25,0.54,58,176,7,0
6,0.18,0.38,28,111,4.9,1
6,0.28,0.43,30,110,5.9,1
6,0.36,0.38,20,82,4.3,1
6,0.24,0.41,48,122,4.3,0
6,0.25,0.33,29,141,6,0
6,0.15,0.4,23,87,4.6,1
6,0.28,0.3,24,115,4.3,0
6,0.25,0.38,54,208,4.6,0
6,0.35,0.34,9,125,8.1,0
6,0.25,0.54,58,176,7,0
6,0.35,0.51,10,102,4.2,1
6,0.17,0.35,33,78,7.2,1
6,0.2,0.34,38,201,4.4,0
6,0.37,0.37,12,76,3.9,1
6,0.36,0.38,20,89,3.3,1
6,0.17,0.35,33,78,7.2,1
6,0.28,0.47,61,183,5.1,1
6,0.13,0.39,19,102,6,1
6,0.78,0.5,30,133,4.8,0
6,0.34,0.4,34,111,4.8,1
6,0.14,0.51,57,124,5.4,1
6,0.29,0.26,18,113,3.8,1
6,0.3,0.36,31,203,5.7,0
6,0.24,0.46,19,111,6.2,1
6,0.23,0.39,41,98,4.3,1
6,0.24,0.39,22,126,4.7,1
6,0.17,0.32,37,117,4.3,1
6,0.17,0.32,37,117,4.3,1
6,0.21,0.37,35,89,5,1
6,0.23,0.39,41,98,4.3,1
6,0.25,0.42,53,206,4.7,1
6,0.24,0.39,22,126,4.7,1
6,0.21,0.38,37,122,4.3,1
6,0.33,0.38,30,148,4.3,1
6,0.35,0.26,59,198,4.9,0
6,0.17,0.32,37,117,4.3,1
6,0.25,0.35,38,121,4,1
6,0.16,0.33,45,114,4.4,1
6,0.39,0.39,51,221,5.1,1
6,0.25,0.39,42,135,4,1
6,0.22,0.43,34,115,5.1,1
6,0.19,0.29,33,126,4.2,1
6,0.39,0.39,51,221,5.1,1
6,0.23,0.36,37,130,4.3,1
6,0.23,0.36,37,130,4.3,1
6,0.23,0.36,37,130,4.3,1
6,0.23,0.36,37,130,4.3,1
6,0.23,0.36,37,130,4.3,1
6,0.39,0.34,38,133,4.4,1
6,0.17,0.42,28,124,4.7,0
6,0.39,0.34,38,133,4.4,1
6,0.19,0.32,30,130,3.9,1
6,0.34,0.46,6,80,5.4,1
6,0.17,0.42,28,124,4.7,0
6,0.39,0.34,38,133,4.4,1
6,0.68,0.52,32,123,4.5,1
6,0.19,0.38,22,82,3.6,1
6,0.33,0.36,34,116,3.1,1
6,0.33,0.34,39,124,3.2,1
6,0.36,0.35,37,125,3.2,1
6,0.24,0.38,31,90,3.6,1
6,0.24,0.38,31,90,3.6,1
6,0.1,0.41,17,76,5.6,1
6,0.21,0.4,49,115,4.3,1
6,0.18,0.37,42,125,3.7,1
6,0.19,0.33,42,148,3.6,0
6,0.22,0.38,35,127,3,1
6,0.22,0.38,35,127,3,1
6,0.21,0.4,40,121,5.3,1
6,0.22,0.38,35,127,3,1
6,0.28,0.34,34,177,4.3,0
6,0.45,0.36,28,156,4,1
6,0.29,0.39,22,98,8,1
6,0.21,0.42,24,126,8.7,1
6,0.25,0.24,39,164,5.8,0
6,0.21,0.34,56,142,3.8,0
6,0.24,0.32,23,131,3.5,0
6,0.29,0.25,8,111,4.4,0
6,0.35,0.31,37,92,5.3,1
6,0.24,0.38,8,74,5.7,1
6,0.16,0.34,41,115,6.8,1
6,0.33,0.4,35,86,3.9,1
6,0.27,0.37,52,192,5.2,1
6,0.27,0.42,58,200,4.9,1
6,0.2,0.26,42,119,6,1
6,0.13,0.57,60,150,4.3,1
6,0.21,0.37,27,107,8.2,1
6,0.31,0.32,6,79,3.4,0
6,0.2,0.29,21,93,3.4,1
6,0.25,0.34,22,141,4.7,1
6,0.22,0.39,44,141,3.3,1
6,0.23,0.35,43,147,4,1
6,0.34,0.24,29,99,4,1
6,0.16,0.42,29,113,5.2,1
6,0.34,0.24,29,99,4,1
6,0.21,0.36,20,86,2.2,1
6,0.22,0.41,39,116,4.6,1
6,0.25,0.37,41,147,4,1
6,0.23,0.35,43,147,4,1
6,0.13,0.45,52,131,5.4,1
6,0.24,0.37,64,173,5.3,1
6,0.32,0.32,24,101,4.2,0
6,0.26,0.31,36,92,6.2,1
6,0.38,0.36,42,214,5.6,0
6,0.15,0.29,21,115,3.8,0
6,0.32,0.34,27,91,6,1
6,0.23,0.32,40,118,5.3,1
6,0.22,0.31,40,129,5.9,0
6,0.48,0.02,32,99,4.7,0
6,0.23,0.3,29,154,4.9,1
6,0.16,0.25,21,125,4.4,1
6,0.38,0.36,42,214,5.6,0
6,0.15,0.29,21,115,3.8,0
6,0.32,0.3,20,127,5.2,1
6,0.12,0.36,43,125,6.7,1
6,0.2,0.14,35,168,4.5,1
6,0.21,0.31,40,121,6.5,1
6,0.23,0.31,40,122,6.4,1
6,0.21,0.31,40,121,6.5,1
6,0.2,0.14,35,168,4.5,1
6,0.28,0.42,60,196,4.8,0
6,0.28,0.41,59,194,4.8,0
6,0.17,0.35,29,84,5.7,1
6,0.28,0.41,59,194,4.8,0
6,0.28,0.42,60,196,4.8,0
6,0.25,0.5,54,184,4.5,0
6,0.24,0.35,43,109,4.4,1
6,0.32,0.32,31,105,3.4,1
6,0.24,0.28,26,91,3.2,1
6,0.22,0.34,36,93,3.6,1
6,0.32,0.3,41,142,4.2,1
6,0.19,0.29,33,96,5.4,1
6,0.32,0.3,41,142,4.2,1
6,0.35,0.28,19,124,4.3,1
6,0.46,0.27,35,96,4.4,1
6,0.3,0.29,33,142,4.6,1
6,0.19,0.29,67,152,5.9,1
6,0.435,0.38,66,243,5.4,1
6,0.16,0.35,26,105,7.5,1
6,0.26,0.33,15,80,5,1
6,0.17,0.3,13,117,5.1,1
6,0.25,0.28,42,126,3.8,1
6,0.17,0.28,62,178,4.2,0
6,0.24,0.29,18,122,4.2,0
6,0.21,0.34,36,112,5,1
6,0.23,0.33,45,176,5.2,1
6,0.23,0.32,47,159,5.2,1
6,0.22,0.28,29,151,4.1,1
6,0.425,0.25,23,87,4.1,1
6,0.38,0.29,52,189,6,1
6,0.38,0.29,52,189,6,1
6,0.38,0.29,52,189,6,1
6,0.3,0.31,19,125,5.4,1
6,0.26,0.32,34,104,4.2,0
6,0.36,0.28,51,189,6,1
6,0.38,0.29,52,189,6,1
6,0.18,0.24,64,188,5.1,1
6,0.18,0.24,64,185,5,1
6,0.16,0.21,43,157,5.2,1
6,0.17,0.27,26,101,5,1
6,0.22,0.28,47,90,3.8,1
6,0.36,0.28,29,81,3.9,1
6,0.43,0.28,31,87,3.8,1
6,0.2,0.28,54,136,3.7,1
6,0.22,0.33,25,97,4.2,1
6,0.36,0.28,29,81,3.9,1
6,0.43,0.28,31,87,3.8,1
6,0.17,0.27,26,101,5,1
6,0.22,0.28,47,90,3.8,1
6,0.2,0.26,38,67,3.8,1
6,0.3,0.21,31,111,4.2,1
6,0.29,0.25,30,114,4.3,1
6,0.18,0.28,53,161,4.5,1
6,0.29,0.25,30,114,4.3,1
6,0.3,0.21,31,111,4.2,1
6,0.28,0.24,49,121,4.3,1
6,0.18,0.28,53,161,4.5,1
6,0.28,0.27,56,140,4.2,1
6,0.28,0.34,29,121,4.8,1
6,0.19,0.35,51,125,4.4,1
6,0.28,0.34,29,121,4.8,1
6,0.22,0.32,50,156,5.5,1
6,0.23,0.3,42,179,5.6,1
6,0.32,0.31,34,126,4.5,1
6,0.28,0.27,56,140,4.2,1
6,0.24,0.3,11,77,5.5,1
6,0.29,0.3,35,112,3.7,1
6,0.28,0.3,37,113,3.8,1
6,0.38,0.26,35,91,3.7,1
6,0.25,0.45,52,188,5.3,0
6,0.26,0.46,48,186,5.4,0
6,0.19,0.29,44,189,4.7,1
6,0.33,0.32,52,183,6.5,0
6,0.33,0.32,52,183,6.5,0
6,0.23,0.35,24,111,4.3,0
6,0.14,0.17,37,127,5.7,1
6,0.24,0.29,56,157,5.1,1
6,0.21,0.48,31,195,7.5,1
6,0.3,0.3,50,163,4.3,1
6,0.64,0.3,18,76,6,0
6,0.3,0.3,50,163,4.3,1
6,0.29,0.28,28,81,5.6,1
6,0.28,0.28,22,105,6.4,1
6,0.32,0.27,18,122,7.1,1
6,0.32,0.27,18,122,7.1,1
6,0.255,0.27,30,86,5.9,1
6,0.24,0.28,26,83,3.3,1
6,0.24,0.23,20,97,8.5,1
6,0.4,0.22,24,113,4.5,0
6,0.3,0.44,65,224,5.3,0
6,0.4,0.22,24,113,4.5,0
6,0.17,0.32,35,106,6.6,0
6,0.16,0.22,36,106,3.2,1
6,0.3,0.44,65,224,5.3,0
6,0.15,0.32,59,128,7.1,1
6,0.17,0.29,33,98,3.6,1
6,0.47,0.29,29,134,4.6,1
6,0.15,0.32,59,128,7.1,1
6,0.21,0.29,43,106,4.3,1
6,0.21,0.29,43,106,4.3,1
6,0.39,0.13,60,172,5.2,0
6,0.105,0.31,55,145,4.1,1
6,0.19,0.4,41,103,5.6,1
6,0.24,0.3,105,179,5.9,1
6,0.17,0.34,38,111,4.5,1
6,0.3,0.31,40,106,3.9,1
6,0.29,0.41,52,171,5.1,0
6,0.19,0.34,41,108,4.5,1
6,0.17,0.34,38,111,4.5,1
6,0.24,0.27,54,219,4.5,0
6,0.16,0.36,27,93,3.4,1
6,0.24,0.3,105,179,5.9,1
6,0.19,0.4,41,103,5.6,1
6,0.16,0.36,24,131,5.9,1
6,0.3,0.27,37,97,6,1
6,0.22,0.19,36,191,5,1
6,0.36,0.45,22,184,5.6,1
6,0.37,0.24,19,86,2.6,1
6,0.36,0.45,22,184,5.6,1
6,0.3,0.27,37,97,6,1
6,0.36,0.26,14,88,2.7,1
6,0.37,0.24,19,86,2.6,1
6,0.28,0.33,16,98,3.9,1
6,0.22,0.19,36,191,5,1
6,0.28,0.31,7,81,4.7,1
6,0.28,0.27,31,134,4.4,1
6,0.28,0.27,31,134,4.4,1
6,0.24,0.36,42,123,5.2,1
6,0.22,0.28,38,102,3.7,1
6,0.24,0.28,61,134,5.4,1
6,0.3,0.36,18,141,5.3,1
6,0.33,0.3,30,124,4,1
6,0.28,0.27,31,134,4.4,1
6,0.24,0.36,42,123,5.2,1
6,0.29,0.45,30,181,5.7,0
6,0.33,0.31,21,93,4.8,1
6,0.16,0.34,29,133,6.4,1
6,0.2,0.32,26,118,6.8,1
6,0.29,0.45,30,181,5.7,0
6,0.26,0.25,66,179,5.5,1
6,0.19,0.28,22,90,5.1,1
6,0.21,0.31,30,117,6.8,1
6,0.19,0.33,22,87,6.2,1
6,0.29,0.29,38,102,4.2,1
6,0.33,0.62,46,132,4.3,1
6,0.23,0.15,101,207,3,0
6,0.32,0.41,55,178,4.6,0
6,0.23,0.15,101,207,3,0
6,0.75,0.13,19,50,2.5,0
6,0.28,0.44,49,179,4.8,0
